Skill,hierarchy_level_1,count_in_uae,count_in_us
Linux Kernel,2 - professionals,50,240
Linux Kernel,3 - technicians and associate professionals,3,10
Linux On Embedded Systems,1 - managers,2,5
Linux On Embedded Systems,2 - professionals,27,278
Linux On Embedded Systems,3 - technicians and associate professionals,4,17
Linux On Embedded Systems,7 - craft and related trades workers,2,2
Linux Packages,1 - managers,1,0
Linux Packages,3 - technicians and associate professionals,1,0
Linux Scripting,1 - managers,3,4
Linux Scripting,2 - professionals,7,91
Linux Scripting,3 - technicians and associate professionals,1,21
Linux Security Modules,1 - managers,3,4
Linux Security Modules,2 - professionals,13,33
Linux Security Modules,5 - service and sales workers,1,1
Linux Servers,1 - managers,12,21
Linux Servers,2 - professionals,175,338
Linux Servers,3 - technicians and associate professionals,38,33
Linux Servers,4 - clerical support workers,2,1
Linux Servers,5 - service and sales workers,1,3
Linux Servers,7 - craft and related trades workers,4,7
Linux Servers,8 - plant and machine operators and assemblers,1,1
Linux Support,2 - professionals,4,8
Linux Virtual Server,2 - professionals,2,63
Linux-Powered Devices,2 - professionals,2,29
Lip Reading,2 - professionals,12,2
Lip Sync,2 - professionals,1,1
Lipid Profile,3 - technicians and associate professionals,1,0
Liposuction,1 - managers,1,0
Liposuction,2 - professionals,8,0
Liposuction,3 - technicians and associate professionals,9,0
Liposuction,5 - service and sales workers,16,0
Liquefied Natural Gas,1 - managers,52,3
Liquefied Natural Gas,2 - professionals,141,14
Liquefied Natural Gas,3 - technicians and associate professionals,38,3
Liquefied Natural Gas,4 - clerical support workers,4,0
Liquefied Natural Gas,5 - service and sales workers,2,0
Liquefied Natural Gas,7 - craft and related trades workers,4,1
Liquefied Natural Gas,8 - plant and machine operators and assemblers,3,1
Liquefied Natural Gas,9 - elementary occupations,3,1
Liquefied Petroleum Gas,1 - managers,1,0
Liquefied Petroleum Gas,2 - professionals,2,0
Liquefied Petroleum Gas,3 - technicians and associate professionals,6,0
Liquefied Petroleum Gas,7 - craft and related trades workers,2,0
Liquefied Petroleum Gas,8 - plant and machine operators and assemblers,2,0
Liquefied Petroleum Gas,9 - elementary occupations,1,0
Liquibase,2 - professionals,3,27
Liquibase,8 - plant and machine operators and assemblers,1,0
Liquid Chromatography Mass Spectrometry,2 - professionals,9,32
Liquid Chromatography Mass Spectrometry,3 - technicians and associate professionals,2,10
Liquid Chromatography Mass Spectrometry,7 - craft and related trades workers,1,4
Liquid Cooling Systems,3 - technicians and associate professionals,1,2
Liquid Liquid Extraction,2 - professionals,3,4
Liquid Oxygen,3 - technicians and associate professionals,1,10
Liquid Oxygen,7 - craft and related trades workers,1,0
Liquid Penetrant Testing,2 - professionals,2,0
Liquid Propulsion,2 - professionals,6,29
Liquidated Damages,1 - managers,19,5
Liquidated Damages,2 - professionals,43,4
Liquidated Damages,3 - technicians and associate professionals,8,2
Liquidated Damages,4 - clerical support workers,2,0
Liquidated Damages,7 - craft and related trades workers,5,0
Liquidation,1 - managers,19,3
Liquidation,2 - professionals,9,8
Liquidation,4 - clerical support workers,1,7
Liquidity Forecasting,1 - managers,2,10
Liquidity Forecasting,2 - professionals,8,9
Liquidity Forecasting,3 - technicians and associate professionals,1,1
Liquidity Management,1 - managers,210,39
Liquidity Management,2 - professionals,220,94
Liquidity Management,3 - technicians and associate professionals,32,39
Liquidity Management,4 - clerical support workers,2,2
Liquidity Management,7 - craft and related trades workers,1,0
Liquidity Risk,1 - managers,35,19
Liquidity Risk,2 - professionals,74,61
Liquidity Risk,3 - technicians and associate professionals,45,20
Liquor License (Alcohol Law),1 - managers,28,1
Liquor License (Alcohol Law),2 - professionals,9,0
Liquor License (Alcohol Law),3 - technicians and associate professionals,4,0
Liquor License (Alcohol Law),4 - clerical support workers,3,1
Liquor License (Alcohol Law),5 - service and sales workers,7,8
Lisp (Programming Language),2 - professionals,5,7
Literary Studies,1 - managers,2,0
Literary Studies,2 - professionals,6,8
Literature Reviews,1 - managers,9,16
Literature Reviews,2 - professionals,67,48
Literature Reviews,3 - technicians and associate professionals,4,5
Literature Reviews,4 - clerical support workers,1,1
Literature Reviews,5 - service and sales workers,1,0
Litespeed,2 - professionals,4,0
Lithography,2 - professionals,5,8
Lithography,3 - technicians and associate professionals,4,2
Lithology,2 - professionals,25,2
Lithology,5 - service and sales workers,1,0
Lithology,7 - craft and related trades workers,3,0
Lithotripsy,2 - professionals,1,16
Lithotripsy,3 - technicians and associate professionals,2,2
Lithuanian Language,3 - technicians and associate professionals,8,1
Lithuanian Language,5 - service and sales workers,1,0
Litigation Strategy,1 - managers,14,5
Litigation Strategy,2 - professionals,7,27
Litigation Support,1 - managers,14,14
Litigation Support,2 - professionals,61,74
Litigation Support,3 - technicians and associate professionals,15,90
Litigation Support,4 - clerical support workers,1,8
Litigation Support,7 - craft and related trades workers,1,1
Live Broadcast,1 - managers,3,5
Live Broadcast,2 - professionals,21,21
Live Broadcast,3 - technicians and associate professionals,35,9
Live Broadcast,4 - clerical support workers,8,4
Live Broadcast,5 - service and sales workers,1,1
Live Broadcast,8 - plant and machine operators and assemblers,1,0
Live Cell Imaging,3 - technicians and associate professionals,1,0
Live Connect (Windows),1 - managers,10,5
Live Connect (Windows),2 - professionals,6,18
Live Connect (Windows),3 - technicians and associate professionals,3,9
Live Connect (Windows),4 - clerical support workers,1,0
Live Connect (Windows),5 - service and sales workers,2,0
Live Migration,3 - technicians and associate professionals,1,1
Live Performances,1 - managers,4,0
Live Performances,2 - professionals,10,1
Live Performances,3 - technicians and associate professionals,12,0
Live Performances,4 - clerical support workers,1,1
Live Performances,5 - service and sales workers,4,0
Live Performances,7 - craft and related trades workers,1,0
Live Reporting,1 - managers,1,2
Live Reporting,2 - professionals,7,3
Live Reporting,5 - service and sales workers,1,0
Live Sound Mixing,2 - professionals,1,1
Live Sound Mixing,3 - technicians and associate professionals,2,0
Live Streaming,1 - managers,90,143
Live Streaming,2 - professionals,168,723
Live Streaming,3 - technicians and associate professionals,67,175
Live Streaming,4 - clerical support workers,22,48
Live Streaming,5 - service and sales workers,25,80
Live Streaming,7 - craft and related trades workers,9,14
Live Streaming,8 - plant and machine operators and assemblers,2,8
Live Streaming,9 - elementary occupations,1,1
LiveChat,1 - managers,3,0
LiveChat,2 - professionals,3,6
LiveChat,4 - clerical support workers,11,3
Livelink,1 - managers,1,1
Livelink,2 - professionals,2,0
Liver Biopsies,2 - professionals,13,0
Liver Biopsies,3 - technicians and associate professionals,3,1
Liver Biopsies,5 - service and sales workers,1,0
Liver Biopsies,8 - plant and machine operators and assemblers,2,0
Liver Disorders,2 - professionals,41,24
Liver Disorders,3 - technicians and associate professionals,4,8
Liver Disorders,8 - plant and machine operators and assemblers,2,0
Liver Transplantation,2 - professionals,16,31
Liver Transplantation,3 - technicians and associate professionals,6,7
Livestock Production,2 - professionals,10,0
Livestock Production,3 - technicians and associate professionals,2,0
Livestock Production,"6 - skilled agricultural, forestry and fishery workers",1,0
Livestock Production,7 - craft and related trades workers,2,0
Load Balancing,1 - managers,15,21
Load Balancing,2 - professionals,208,651
Load Balancing,3 - technicians and associate professionals,16,43
Load Balancing,4 - clerical support workers,3,9
Load Balancing,5 - service and sales workers,1,6
Load Balancing,7 - craft and related trades workers,8,13
Load Flow Analysis,1 - managers,1,0
Load Flow Analysis,2 - professionals,100,182
Load Flow Analysis,3 - technicians and associate professionals,22,14
Load Flow Analysis,7 - craft and related trades workers,2,4
Load Generator,2 - professionals,1,0
Load Management,1 - managers,30,0
Load Management,2 - professionals,22,15
Load Management,3 - technicians and associate professionals,34,7
Load Management,4 - clerical support workers,34,5
Load Management,5 - service and sales workers,5,0
Load Management,7 - craft and related trades workers,4,7
Load Management,8 - plant and machine operators and assemblers,2,8
Load Management,9 - elementary occupations,6,0
Load Securement,1 - managers,4,0
Load Securement,3 - technicians and associate professionals,3,1
Load Securement,8 - plant and machine operators and assemblers,14,12
Load Securement,9 - elementary occupations,1,3
Load Shedding,1 - managers,3,1
Load Shedding,2 - professionals,7,18
Load Shedding,3 - technicians and associate professionals,1,1
Load Testing,1 - managers,13,12
Load Testing,2 - professionals,134,217
Load Testing,3 - technicians and associate professionals,50,25
Load Testing,4 - clerical support workers,4,1
Load Testing,5 - service and sales workers,2,0
Load Testing,7 - craft and related trades workers,27,7
Load Testing,8 - plant and machine operators and assemblers,1,3
Load Time,1 - managers,2,0
Load Time,2 - professionals,5,4
LoadUI,2 - professionals,3,0
Loan Application Analysis,2 - professionals,1,0
Loan Application Analysis,3 - technicians and associate professionals,9,0
Loan Closing,1 - managers,4,18
Loan Closing,3 - technicians and associate professionals,7,105
Loan Disbursement,1 - managers,4,0
Loan Disbursement,2 - professionals,6,1
Loan Disbursement,3 - technicians and associate professionals,11,21
Loan Disbursement,4 - clerical support workers,1,0
Loan Disbursement,5 - service and sales workers,1,0
Loan Documentation,1 - managers,17,18
Loan Documentation,2 - professionals,48,58
Loan Documentation,3 - technicians and associate professionals,59,258
Loan Documentation,4 - clerical support workers,12,4
Loan Documentation,5 - service and sales workers,1,2
Loan Origination,1 - managers,21,35
Loan Origination,2 - professionals,30,51
Loan Origination,3 - technicians and associate professionals,56,297
Loan Origination,4 - clerical support workers,1,5
Loan Payment Processing,4 - clerical support workers,7,1
Loan Processing,1 - managers,19,27
Loan Processing,2 - professionals,8,23
Loan Processing,3 - technicians and associate professionals,26,171
Loan Processing,4 - clerical support workers,3,1
Loan Registration,2 - professionals,2,0
Loan Registration,3 - technicians and associate professionals,1,1
Loan Servicing,1 - managers,1,12
Loan Servicing,2 - professionals,3,29
Loan Servicing,3 - technicians and associate professionals,2,85
Loan Underwriting,1 - managers,3,1
Loan Underwriting,3 - technicians and associate professionals,17,39
Loan-To-Value Ratios,1 - managers,96,183
Loan-To-Value Ratios,2 - professionals,82,114
Loan-To-Value Ratios,3 - technicians and associate professionals,38,25
Loan-To-Value Ratios,4 - clerical support workers,16,3
Loan-To-Value Ratios,5 - service and sales workers,13,4
Loan-To-Value Ratios,"6 - skilled agricultural, forestry and fishery workers",1,0
Loan-To-Value Ratios,7 - craft and related trades workers,15,1
Loan-To-Value Ratios,8 - plant and machine operators and assemblers,89,0
Loan-To-Value Ratios,9 - elementary occupations,2,0
Loans,1 - managers,849,609
Loans,2 - professionals,1330,1255
Loans,3 - technicians and associate professionals,709,1763
Loans,4 - clerical support workers,292,168
Loans,5 - service and sales workers,53,168
Loans,"6 - skilled agricultural, forestry and fishery workers",2,1
Loans,7 - craft and related trades workers,18,66
Loans,8 - plant and machine operators and assemblers,1,4
Loans,9 - elementary occupations,2,5
Lobbying,1 - managers,209,41
Lobbying,2 - professionals,213,73
Lobbying,3 - technicians and associate professionals,40,10
Lobbying,4 - clerical support workers,2,1
Lobbying,5 - service and sales workers,2,0
Lobbying,8 - plant and machine operators and assemblers,2,0
Lobectomy,2 - professionals,14,0
Lobectomy,3 - technicians and associate professionals,3,0
Local Anesthesia,2 - professionals,28,16
Local Anesthesia,3 - technicians and associate professionals,24,24
Local Anesthesia,7 - craft and related trades workers,2,0
Local Area Networks,1 - managers,202,144
Local Area Networks,2 - professionals,1017,1080
Local Area Networks,3 - technicians and associate professionals,413,373
Local Area Networks,4 - clerical support workers,7,91
Local Area Networks,5 - service and sales workers,25,15
Local Area Networks,7 - craft and related trades workers,30,66
Local Area Networks,8 - plant and machine operators and assemblers,16,6
Local Area Networks,9 - elementary occupations,2,3
Local Information Systems,1 - managers,3,0
Local Number Portability,3 - technicians and associate professionals,1,0
Local Security Policy,1 - managers,17,5
Local Security Policy,2 - professionals,24,7
Local Security Policy,3 - technicians and associate professionals,5,39
Local Security Policy,4 - clerical support workers,1,1
Local Security Policy,5 - service and sales workers,11,4
Local Storage,1 - managers,4,10
Local Storage,2 - professionals,33,6
Local Storage,3 - technicians and associate professionals,6,4
Localization,1 - managers,367,134
Localization,2 - professionals,387,378
Localization,3 - technicians and associate professionals,91,63
Localization,4 - clerical support workers,12,10
Localization,5 - service and sales workers,25,4
Localization,7 - craft and related trades workers,11,3
Localization,8 - plant and machine operators and assemblers,2,1
Localized Assortment,1 - managers,2,0
Localized Assortment,3 - technicians and associate professionals,2,0
Localized Assortment,4 - clerical support workers,1,0
Localized Assortment,5 - service and sales workers,1,0
Location APIs,3 - technicians and associate professionals,2,0
Location APIs,4 - clerical support workers,1,0
Location Intelligence,1 - managers,5,1
Location Intelligence,2 - professionals,4,29
Location Search Optimization,1 - managers,13,0
Location Search Optimization,2 - professionals,14,2
Location Search Optimization,3 - technicians and associate professionals,21,0
Location Search Optimization,4 - clerical support workers,1,0
Location Search Optimization,5 - service and sales workers,5,0
Location Search Optimization,7 - craft and related trades workers,1,0
Location Strategy,1 - managers,9,15
Location Strategy,2 - professionals,6,15
Location Strategy,3 - technicians and associate professionals,10,12
Location-Based Services,1 - managers,6,4
Location-Based Services,2 - professionals,37,48
Location-Based Services,3 - technicians and associate professionals,7,11
Location-Based Services,5 - service and sales workers,4,0
Lock Out / Tag Out,1 - managers,49,54
Lock Out / Tag Out,2 - professionals,67,154
Lock Out / Tag Out,3 - technicians and associate professionals,246,189
Lock Out / Tag Out,4 - clerical support workers,8,11
Lock Out / Tag Out,5 - service and sales workers,7,26
Lock Out / Tag Out,7 - craft and related trades workers,209,68
Lock Out / Tag Out,8 - plant and machine operators and assemblers,29,38
Lock Out / Tag Out,9 - elementary occupations,55,19
Lodash,2 - professionals,1,0
Log Analysis,1 - managers,14,13
Log Analysis,2 - professionals,103,202
Log Analysis,3 - technicians and associate professionals,27,9
Log Analysis,5 - service and sales workers,21,25
Log Analysis,7 - craft and related trades workers,4,7
Log Files,1 - managers,8,3
Log Files,2 - professionals,91,87
Log Files,3 - technicians and associate professionals,19,16
Log Files,4 - clerical support workers,6,2
Log Files,5 - service and sales workers,7,4
Log Files,7 - craft and related trades workers,3,7
Log Files,9 - elementary occupations,2,0
Log Management And Intelligence,1 - managers,12,11
Log Management And Intelligence,2 - professionals,89,111
Log Management And Intelligence,3 - technicians and associate professionals,8,34
Log Management And Intelligence,4 - clerical support workers,3,0
Log Management And Intelligence,5 - service and sales workers,13,4
Log Monitoring,1 - managers,9,4
Log Monitoring,2 - professionals,43,34
Log Monitoring,3 - technicians and associate professionals,1,3
Log Monitoring,5 - service and sales workers,3,0
Log Monitoring,7 - craft and related trades workers,1,0
Log Shipping,1 - managers,1,0
Log Shipping,2 - professionals,6,45
Log4j,1 - managers,7,0
Log4j,2 - professionals,10,37
Log4j,3 - technicians and associate professionals,1,0
Log4j,8 - plant and machine operators and assemblers,1,0
Logarithmic Functions,2 - professionals,4,11
Logarithmic Functions,3 - technicians and associate professionals,5,8
Logfiles,2 - professionals,1,1
Logging While Drilling,1 - managers,1,0
Logging While Drilling,2 - professionals,2,0
Logging While Drilling,3 - technicians and associate professionals,3,0
Logic Analyzer,2 - professionals,40,356
Logic Analyzer,3 - technicians and associate professionals,3,60
Logic Analyzer,5 - service and sales workers,1,0
Logic Analyzer,8 - plant and machine operators and assemblers,1,10
Logic Controls,2 - professionals,7,5
Logic Controls,3 - technicians and associate professionals,4,4
Logic Controls,7 - craft and related trades workers,2,2
Logic Diagrams,1 - managers,5,0
Logic Diagrams,2 - professionals,167,101
Logic Diagrams,3 - technicians and associate professionals,11,19
Logic Diagrams,5 - service and sales workers,5,0
Logic Diagrams,7 - craft and related trades workers,8,7
Logic Pro,2 - professionals,1,3
Logic Pro,3 - technicians and associate professionals,2,6
Logic Probe,3 - technicians and associate professionals,2,1
Logic Synthesis,2 - professionals,21,190
Logic Synthesis,3 - technicians and associate professionals,1,12
Logic Systems,2 - professionals,2,13
Logic Systems,3 - technicians and associate professionals,1,8
Logical Data Models,1 - managers,2,1
Logical Data Models,2 - professionals,13,44
Logical Data Models,3 - technicians and associate professionals,3,1
Logical Databases,2 - professionals,5,4
Logical Disk Management,2 - professionals,7,2
Logical Observation Identifiers Names And Codes (LOINC),1 - managers,3,6
Logical Observation Identifiers Names And Codes (LOINC),2 - professionals,8,6
Logical Partition,1 - managers,1,2
Logical Partition,2 - professionals,5,33
Logical Partition,3 - technicians and associate professionals,1,9
Logical Security,2 - professionals,3,6
Logical Security,3 - technicians and associate professionals,6,0
Logical Unit Number Masking,2 - professionals,1,0
Logical Volume Manager,1 - managers,1,20
Logical Volume Manager,2 - professionals,17,24
Logical Volume Manager,3 - technicians and associate professionals,6,8
Logical Volume Manager,8 - plant and machine operators and assemblers,1,1
Logility (Software),1 - managers,2,5
Login System,2 - professionals,1,0
Logistic Regression,1 - managers,6,4
Logistic Regression,2 - professionals,64,56
Logistic Regression,3 - technicians and associate professionals,9,9
Logistic Regression,8 - plant and machine operators and assemblers,1,0
Logistics,1 - managers,2976,473
Logistics,2 - professionals,1231,308
Logistics,3 - technicians and associate professionals,464,108
Logistics,4 - clerical support workers,286,76
Logistics,5 - service and sales workers,57,28
Logistics,"6 - skilled agricultural, forestry and fishery workers",5,5
Logistics,7 - craft and related trades workers,42,17
Logistics,8 - plant and machine operators and assemblers,70,19
Logistics,9 - elementary occupations,36,18
Logistics Automation,1 - managers,3,3
Logistics Automation,2 - professionals,8,10
Logistics Automation,5 - service and sales workers,1,0
Logistics Engineering,1 - managers,27,14
Logistics Engineering,2 - professionals,31,19
Logistics Engineering,3 - technicians and associate professionals,15,4
Logistics Engineering,5 - service and sales workers,2,0
Logistics Management,1 - managers,1406,254
Logistics Management,2 - professionals,504,153
Logistics Management,3 - technicians and associate professionals,246,154
Logistics Management,4 - clerical support workers,111,30
Logistics Management,5 - service and sales workers,31,10
Logistics Management,"6 - skilled agricultural, forestry and fishery workers",2,1
Logistics Management,7 - craft and related trades workers,32,20
Logistics Management,8 - plant and machine operators and assemblers,17,14
Logistics Management,9 - elementary occupations,5,14
Logistics Planning,1 - managers,117,21
Logistics Planning,2 - professionals,119,25
Logistics Planning,3 - technicians and associate professionals,31,20
Logistics Planning,4 - clerical support workers,1,1
Logistics Planning,5 - service and sales workers,2,0
Logistics Planning,7 - craft and related trades workers,1,1
Logistics Planning,8 - plant and machine operators and assemblers,1,1
Logistics Strategy,1 - managers,247,29
Logistics Strategy,2 - professionals,77,17
Logistics Strategy,3 - technicians and associate professionals,24,2
Logistics Strategy,4 - clerical support workers,5,4
Logistics Strategy,7 - craft and related trades workers,2,0
Logistics Support Analysis,2 - professionals,2,12
Logo Design,1 - managers,8,0
Logo Design,2 - professionals,143,10
Logo Design,3 - technicians and associate professionals,5,1
Logstash,1 - managers,4,2
Logstash,2 - professionals,60,130
Logstash,3 - technicians and associate professionals,12,8
Logstash,7 - craft and related trades workers,2,2
LonWorks,2 - professionals,18,58
LonWorks,3 - technicians and associate professionals,4,13
LonWorks,7 - craft and related trades workers,2,2
LonWorks,8 - plant and machine operators and assemblers,4,0
London Interbank Offered Rate (LIBOR),1 - managers,1,0
London Interbank Offered Rate (LIBOR),2 - professionals,5,1
London Interbank Offered Rate (LIBOR),3 - technicians and associate professionals,1,1
London Interbank Offered Rate (LIBOR),5 - service and sales workers,1,0
Long Short-Term Memory (LSTM),1 - managers,3,1
Long Short-Term Memory (LSTM),2 - professionals,24,67
Long Term Acute Care,1 - managers,2,3
Long Term Acute Care,2 - professionals,4,104
Long Term Acute Care,4 - clerical support workers,1,8
Long Term Disability Claims,1 - managers,2,1
Long Term Disability Claims,2 - professionals,2,4
Long-Exposure Photography,1 - managers,2,0
Long-Only,2 - professionals,13,5
Long-Only,3 - technicians and associate professionals,1,2
Long-Term Care,1 - managers,63,208
Long-Term Care,2 - professionals,367,1562
Long-Term Care,3 - technicians and associate professionals,70,872
Long-Term Care,4 - clerical support workers,6,17
Long-Term Care,5 - service and sales workers,46,1375
Long-Term Care,7 - craft and related trades workers,21,6
Long-Term Care,9 - elementary occupations,2,24
Long-Term Care Insurance,1 - managers,3,15
Long-Term Care Insurance,2 - professionals,8,84
Long-Term Care Insurance,3 - technicians and associate professionals,7,77
Long-Term Care Insurance,7 - craft and related trades workers,1,4
Longitudinal Study,2 - professionals,6,3
Look And Feel,1 - managers,140,23
Look And Feel,2 - professionals,243,94
Look And Feel,3 - technicians and associate professionals,59,14
Look And Feel,4 - clerical support workers,33,2
Look And Feel,5 - service and sales workers,38,10
Look And Feel,7 - craft and related trades workers,5,7
Look And Feel,8 - plant and machine operators and assemblers,5,5
Look And Feel,9 - elementary occupations,1,7
Look Development,1 - managers,1,0
Lookahead,1 - managers,16,18
Lookahead,2 - professionals,27,1
Lookahead,3 - technicians and associate professionals,11,41
Lookahead,7 - craft and related trades workers,16,38
Lookahead,8 - plant and machine operators and assemblers,1,0
Lookbook,1 - managers,17,6
Lookbook,2 - professionals,36,1
Lookbook,3 - technicians and associate professionals,9,3
Lookbook,5 - service and sales workers,14,0
Lookbook,"6 - skilled agricultural, forestry and fishery workers",7,0
Looker Analytics,1 - managers,119,76
Looker Analytics,2 - professionals,263,399
Looker Analytics,3 - technicians and associate professionals,46,24
Looker Analytics,4 - clerical support workers,4,10
Looker Analytics,5 - service and sales workers,7,4
Looker Analytics,"6 - skilled agricultural, forestry and fishery workers",1,1
Looker Analytics,7 - craft and related trades workers,3,1
Looker Analytics,8 - plant and machine operators and assemblers,1,1
Looker Analytics,9 - elementary occupations,1,0
Lookup Tables,1 - managers,1,0
Lookup Tables,2 - professionals,4,5
Loop Electrosurgical Excision Procedure,2 - professionals,1,1
Loss Given Default,2 - professionals,18,1
Loss Given Default,3 - technicians and associate professionals,20,12
Loss Mitigation,1 - managers,1,18
Loss Mitigation,2 - professionals,1,12
Loss Mitigation,3 - technicians and associate professionals,4,13
Loss Mitigation,4 - clerical support workers,1,11
Loss Mitigation,7 - craft and related trades workers,1,0
Loss Prevention,1 - managers,1097,1032
Loss Prevention,2 - professionals,772,703
Loss Prevention,3 - technicians and associate professionals,730,894
Loss Prevention,4 - clerical support workers,199,96
Loss Prevention,5 - service and sales workers,524,161
Loss Prevention,7 - craft and related trades workers,34,21
Loss Prevention,8 - plant and machine operators and assemblers,12,21
Loss Prevention,9 - elementary occupations,44,124
Loss Reserving,1 - managers,3,6
Loss Reserving,2 - professionals,2,17
Lotus 1-2-3,2 - professionals,1,0
LotusScript,2 - professionals,1,0
Low Carbon Development,2 - professionals,4,0
Low Carbon Solutions,1 - managers,12,0
Low Carbon Solutions,2 - professionals,83,3
Low Carbon Solutions,3 - technicians and associate professionals,14,0
Low Carbon Solutions,7 - craft and related trades workers,2,0
Low Cost Country Sourcing,1 - managers,3,0
Low Cost Country Sourcing,2 - professionals,1,0
Low Frequency,2 - professionals,8,16
Low Latency,1 - managers,25,58
Low Latency,2 - professionals,255,811
Low Latency,3 - technicians and associate professionals,40,87
Low Latency,4 - clerical support workers,5,18
Low Latency,5 - service and sales workers,7,1
Low Latency,8 - plant and machine operators and assemblers,6,12
Low Level Laser Therapy,1 - managers,1,1
Low Level Laser Therapy,2 - professionals,50,16
Low Level Laser Therapy,3 - technicians and associate professionals,14,197
Low Level Laser Therapy,4 - clerical support workers,2,17
Low Level Laser Therapy,5 - service and sales workers,45,1
Low Level Laser Therapy,7 - craft and related trades workers,3,0
Low Level Virtual Machine (Free Compilers And Interpreters),1 - managers,1,5
Low Level Virtual Machine (Free Compilers And Interpreters),2 - professionals,5,85
Low Power Design,2 - professionals,5,117
Low Pressure Hot Water,3 - technicians and associate professionals,4,0
Low Vision Devices,2 - professionals,1,0
Low Voltage,1 - managers,92,115
Low Voltage,2 - professionals,476,608
Low Voltage,3 - technicians and associate professionals,192,167
Low Voltage,4 - clerical support workers,6,7
Low Voltage,5 - service and sales workers,19,10
Low Voltage,"6 - skilled agricultural, forestry and fishery workers",1,0
Low Voltage,7 - craft and related trades workers,149,238
Low Voltage,8 - plant and machine operators and assemblers,19,30
Low Voltage,9 - elementary occupations,2,3
Low Voltage Design,2 - professionals,11,2
Low Voltage Design,3 - technicians and associate professionals,4,2
Low Voltage Directive (Electrical Safety),1 - managers,2,0
Low Voltage Directive (Electrical Safety),2 - professionals,3,4
Low Voltage Directive (Electrical Safety),7 - craft and related trades workers,1,0
Low Voltage Electrical Work,2 - professionals,1,0
Low-Code Development Platform (LCDP),1 - managers,17,16
Low-Code Development Platform (LCDP),2 - professionals,63,102
Low-Code Development Platform (LCDP),3 - technicians and associate professionals,2,6
Low-Code Development Platform (LCDP),7 - craft and related trades workers,1,1
Low-Code Development Platform (LCDP),8 - plant and machine operators and assemblers,1,0
Low-Dropout Regulator,2 - professionals,1,27
Low-Dropout Regulator,4 - clerical support workers,5,0
Low-Noise Amplifier,2 - professionals,12,21
Low-Noise Amplifier,4 - clerical support workers,1,0
Low-Voltage Differential Signaling,2 - professionals,8,28
Loyalty Marketing,1 - managers,77,7
Loyalty Marketing,2 - professionals,79,12
Loyalty Marketing,3 - technicians and associate professionals,11,0
Loyalty Marketing,5 - service and sales workers,2,1
Loyalty Programs,1 - managers,1887,717
Loyalty Programs,2 - professionals,1102,1251
Loyalty Programs,3 - technicians and associate professionals,556,388
Loyalty Programs,4 - clerical support workers,175,43
Loyalty Programs,5 - service and sales workers,515,90
Loyalty Programs,"6 - skilled agricultural, forestry and fishery workers",1,3
Loyalty Programs,7 - craft and related trades workers,27,67
Loyalty Programs,8 - plant and machine operators and assemblers,16,36
Ltrace,2 - professionals,1,0
Lua (Scripting Language),1 - managers,8,1
Lua (Scripting Language),2 - professionals,10,58
Lua (Scripting Language),5 - service and sales workers,2,0
Lubrication Systems,2 - professionals,5,8
Lubrication Systems,7 - craft and related trades workers,1,6
Lubrication Systems,8 - plant and machine operators and assemblers,2,0
Luciferase,2 - professionals,2,0
Luigi (Python Package),2 - professionals,29,21
Lumbar Puncture,2 - professionals,14,3
Lumbar Puncture,3 - technicians and associate professionals,1,1
Lumbar Puncture,5 - service and sales workers,1,0
Lumber,1 - managers,2,0
Lumber,2 - professionals,3,2
Lumber,3 - technicians and associate professionals,9,4
Lumber,7 - craft and related trades workers,69,14
Lumber,8 - plant and machine operators and assemblers,6,2
Lumber,9 - elementary occupations,4,0
Lumion (3D Rendering Software),1 - managers,22,7
Lumion (3D Rendering Software),2 - professionals,350,19
Lumion (3D Rendering Software),3 - technicians and associate professionals,122,3
Lumion (3D Rendering Software),7 - craft and related trades workers,2,0
Lung Transplantation,2 - professionals,5,4
Luxembourgish Language,2 - professionals,1,0
Luxembourgish Language,3 - technicians and associate professionals,1,0
Luxion KeyShot,1 - managers,2,0
Luxion KeyShot,2 - professionals,8,16
Luxion KeyShot,3 - technicians and associate professionals,2,1
Luxion KeyShot,7 - craft and related trades workers,2,1
Luxury Fashion Industry,1 - managers,14,0
Luxury Fashion Industry,2 - professionals,20,0
Luxury Fashion Industry,3 - technicians and associate professionals,15,0
Luxury Fashion Industry,5 - service and sales workers,40,0
Luxury Fashion Industry,7 - craft and related trades workers,1,0
Luxury Goods,1 - managers,466,19
Luxury Goods,2 - professionals,361,11
Luxury Goods,3 - technicians and associate professionals,144,1
Luxury Goods,4 - clerical support workers,22,2
Luxury Goods,5 - service and sales workers,96,2
Luxury Goods,"6 - skilled agricultural, forestry and fishery workers",1,0
Luxury Goods,7 - craft and related trades workers,11,2
Luxury Goods,8 - plant and machine operators and assemblers,6,1
Lymphadenectomy,2 - professionals,7,0
Lymphadenectomy,3 - technicians and associate professionals,1,0
Lymphatic Systems,2 - professionals,11,2
Lymphatic Systems,3 - technicians and associate professionals,29,1
Lymphatic Systems,5 - service and sales workers,13,0
Lymphedema Management,2 - professionals,3,14
Lymphocyte,1 - managers,1,0
Lymphocyte,2 - professionals,2,0
Lymphoma,2 - professionals,31,7
Lymphoma,3 - technicians and associate professionals,10,0
Lynx,1 - managers,21,9
Lynx,2 - professionals,52,50
Lynx,3 - technicians and associate professionals,4,18
Lynx,4 - clerical support workers,2,0
Lynx,"6 - skilled agricultural, forestry and fishery workers",1,0
