Job Title,Algeria Count,Standardized Percentage Algeria,Bahrain Count,Standardized Percentage Bahrain,Djibouti Count,Standardized Percentage Djibouti,Egypt Count,Standardized Percentage Egypt,Iraq Count,Standardized Percentage Iraq,Jordan Count,Standardized Percentage Jordan,Kuwait Count,Standardized Percentage Kuwait,Lebanon Count,Standardized Percentage Lebanon,Libya Count,Standardized Percentage Libya,Mauritania Count,Standardized Percentage Mauritania,Morocco Count,Standardized Percentage Morocco,Oman Count,Standardized Percentage Oman,Palestine Count,Standardized Percentage Palestine,Qatar Count,Standardized Percentage Qatar,Saudi Arabia Count,Standardized Percentage Saudi Arabia,Somalia Count,Standardized Percentage Somalia,Sudan Count,Standardized Percentage Sudan,Syria Count,Standardized Percentage Syria,Tunisia Count,Standardized Percentage Tunisia,United Arab Emirates Count,Standardized Percentage United Arab Emirates,Yemen Count,Standardized Percentage Yemen,US Count,Standardized Percentage US
business developer,103,0.2528414,308,0.30579218,,,2049,0.57896402,60,0.11652522,232,0.27181554,1082,0.22145266,456,0.29472596,8,0.10240655,8,0.72595281,290,0.3389157,,,36,0.31785273,902,0.28794525,2121,0.38385111,58,0.24276924,28,0.18783122,34,0.55446836,249,0.27353319,5729,0.49473571,10,0.10005003,451,0.13019255
call centre agent,102,0.25038663,204,0.20253768,,,3884,1.09746036,87,0.16896157,243,0.28470335,1770,0.36226545,1472,0.95139607,2,0.02560164,,,254,0.29684341,,,5,0.04414621,660,0.21069164,1061,0.19201604,76,0.31811142,19,0.1274569,29,0.4729289,312,0.34274039,8527,0.73636087,10,0.10005003,289,0.08342715
recruitment consultant,101,0.24793186,337,0.3345843,,,2774,0.78381952,88,0.17090365,348,0.40772331,3669,0.75093329,875,0.56553775,30,0.38402458,10,0.90744102,800,0.93493987,,,7,0.0618047,1220,0.38946031,2258,0.40864488,99,0.41438198,82,0.55007714,77,1.25570776,727,0.79862904,5030,0.4343726,15,0.15007504,784,0.22632141
data analyst,100,0.24547708,162,0.16083874,,,870,0.2458266,93,0.18061409,215,0.25189802,531,0.10867963,272,0.17580145,12,0.15360983,,,412,0.48149403,,,4,0.03531697,827,0.26400301,1552,0.28087549,53,0.22184086,42,0.28174683,15,0.2446184,251,0.27573025,4082,0.35250675,20,0.20010005,1547,0.44658064
occupational health and safety inspector,100,0.24547708,20,0.01985664,,,51,0.01441052,27,0.05243635,17,0.01991752,153,0.03131447,6,0.00387797,,,,,65,0.07596386,,,,,273,0.08714973,488,0.08831652,5,0.02092838,6,0.04024955,,,24,0.02636465,390,0.03367899,6,0.06003002,60,0.01732052
contract manager,100,0.24547708,88,0.08736919,,,432,0.12206562,83,0.16119322,68,0.07967007,495,0.10131152,69,0.04459669,14,0.17921147,2,0.1814882,109,0.12738556,,,3,0.02648773,1102,0.3517912,2261,0.40918781,20,0.08371353,13,0.08720735,21,0.34246575,28,0.03075875,1663,0.14361066,15,0.15007504,558,0.1610808
graphologist,99,0.24302231,6,0.00595699,,,3,0.00084768,,,15,0.01757428,,,2,0.00129266,,,,,67,0.07830121,,,,,2,0.00063846,4,0.00072391,27,0.11301327,,,,,187,0.20542453,3,0.00025907,1,0.010005,11,0.00317543
cloud engineer,98,0.24056754,407,0.40408252,,,2059,0.58178962,25,0.04855217,342,0.4006936,308,0.06303828,296,0.19131334,11,0.14080901,4,0.36297641,689,0.80521696,,,17,0.15009712,681,0.21739547,1160,0.20993271,40,0.16742706,175,1.17394513,11,0.17938682,432,0.47456361,2665,0.23013976,,,3829,1.10533761
battery test technician,97,0.23811277,6,0.00595699,,,29,0.00819422,5,0.00971043,86,0.10075921,39,0.00798212,18,0.01163392,1,0.01280082,,,126,0.14725303,,,,,18,0.00574614,74,0.01339226,12,0.05022812,3,0.02012477,,,46,0.05053224,44,0.00379968,3,0.03001501,63,0.01818654
business manager,95,0.23320323,211,0.2094875,,,548,0.1548425,68,0.13206191,134,0.15699691,423,0.0865753,282,0.18226474,12,0.15360983,1,0.0907441,190,0.22204822,,,41,0.36199894,1280,0.4086141,1284,0.2323738,47,0.1967268,24,0.16099819,25,0.40769733,230,0.25266118,2291,0.19784247,4,0.04002001,721,0.20813487
product manager,94,0.23074846,183,0.18168821,,,1232,0.34811307,40,0.07768348,228,0.26712907,174,0.03561254,222,0.14348501,8,0.10240655,1,0.0907441,206,0.24074702,,,7,0.0618047,235,0.07501899,1091,0.19744534,26,0.10882759,34,0.22808077,23,0.37508154,369,0.40535642,2256,0.19482,7,0.07003502,1658,0.4786236
secretary general,93,0.22829369,6,0.00595699,,,42,0.01186749,10,0.01942087,30,0.03514856,61,0.01248485,19,0.01228025,2,0.02560164,1,0.0907441,58,0.06778314,,,5,0.04414621,22,0.00702305,137,0.02479378,1,0.00418568,4,0.02683303,1,0.01630789,131,0.14390702,124,0.01070819,3,0.03001501,31,0.00894893
agronomist,93,0.22829369,5,0.00496416,,,17,0.00480351,12,0.02330504,55,0.06443903,10,0.0020467,8,0.00517063,,,,,83,0.09700001,,,1,0.00882924,5,0.00159615,21,0.00380051,19,0.07952786,9,0.06037432,1,0.01630789,82,0.0900792,157,0.01355795,3,0.03001501,4,0.0011547
online marketer,92,0.22583892,73,0.07247672,,,369,0.10426439,15,0.0291313,70,0.08201331,376,0.07695582,354,0.22880041,6,0.07680492,,,96,0.11219278,,,12,0.10595091,122,0.03894603,215,0.03890994,22,0.09208489,11,0.07379084,6,0.09784736,124,0.13621733,861,0.07435285,15,0.15007504,211,0.06091048
office manager,92,0.22583892,799,0.79327257,,,1668,0.47130893,98,0.19032452,193,0.22612241,3640,0.74499787,637,0.41171148,14,0.17921147,3,0.2722323,126,0.14725303,,,19,0.16775561,1502,0.4794831,1614,0.29209603,128,0.53576661,51,0.34212115,43,0.7012394,167,0.18345399,14299,1.23480991,24,0.24012006,748,0.2159291
industrial engineer,91,0.22338415,22,0.0218423,,,409,0.11556676,12,0.02330504,62,0.07264036,255,0.05219078,120,0.07755946,10,0.12800819,6,0.54446461,204,0.23840967,,,2,0.01765848,377,0.12034962,746,0.13500845,14,0.05859947,,,5,0.08153947,331,0.3636124,640,0.05526808,9,0.09004502,323,0.09324211
predictive maintenance expert,91,0.22338415,23,0.02283513,,,37,0.01045469,53,0.10293061,34,0.03983504,92,0.01882962,8,0.00517063,5,0.0640041,10,0.90744102,124,0.14491568,,,,,80,0.02553838,218,0.03945287,12,0.05022812,5,0.03354129,,,60,0.06591161,173,0.01493965,6,0.06003002,40,0.01154701
restaurant manager,91,0.22338415,1449,1.43861321,,,1242,0.35093866,201,0.39035948,455,0.53308651,5196,1.06346399,1587,1.02572389,30,0.38402458,1,0.0907441,412,0.48149403,,,6,0.05297545,3221,1.02823906,2942,0.53243279,104,0.43531037,41,0.27503857,53,0.86431833,180,0.19773484,10855,0.93739853,24,0.24012006,643,0.1856182
quality services manager,90,0.22092938,102,0.10126884,,,937,0.26475807,142,0.27577635,118,0.13825101,252,0.05157678,195,0.12603413,10,0.12800819,,,133,0.15543375,,,5,0.04414621,443,0.14141878,1492,0.2700169,20,0.08371353,22,0.14758167,24,0.39138943,271,0.29770078,1022,0.08825622,8,0.08004002,382,0.11027395
translator,90,0.22092938,151,0.14991759,,,3194,0.90249443,472,0.91666505,134,0.15699691,657,0.13446802,442,0.28567735,11,0.14080901,2,0.1814882,181,0.21153015,,,13,0.11478015,337,0.10758043,6426,1.16295484,109,0.45623875,41,0.27503857,4,0.06523157,194,0.21311421,689,0.05949955,106,1.06053027,179,0.05167287
steward/stewardess,89,0.21847461,186,0.18466671,,,194,0.05481651,11,0.02136296,107,0.1253632,135,0.02763042,24,0.01551189,1,0.01280082,,,71,0.08297591,,,,,503,0.16057257,407,0.07365743,2,0.00837135,1,0.00670826,5,0.08153947,32,0.03515286,1281,0.11062253,5,0.05002501,4,0.0011547
automation engineer,87,0.21356506,109,0.10821866,,,748,0.21135436,11,0.02136296,115,0.13473615,87,0.01780627,117,0.07562048,8,0.10240655,3,0.2722323,177,0.20685545,,,6,0.05297545,249,0.07948821,544,0.0984512,19,0.07952786,20,0.13416516,6,0.09784736,286,0.31417869,929,0.08022508,8,0.08004002,1255,0.36228746
after-sales service technician,87,0.21356506,57,0.05659141,,,150,0.0423839,83,0.16119322,29,0.03397694,280,0.05730753,102,0.06592554,4,0.05120328,,,45,0.05259037,,,2,0.01765848,214,0.06831517,447,0.08089649,7,0.02929974,5,0.03354129,6,0.09784736,70,0.07689688,591,0.05103662,2,0.02001001,705,0.20351606
ICT help desk agent,85,0.20865552,14,0.01389964,,,372,0.10511206,6,0.01165252,72,0.08435655,117,0.02394636,60,0.03877973,6,0.07680492,2,0.1814882,135,0.1577711,,,5,0.04414621,79,0.02521915,89,0.01610691,10,0.04185677,6,0.04024955,1,0.01630789,110,0.12083796,209,0.01804848,8,0.08004002,148,0.04272394
hotel concierge,84,0.20620075,322,0.31969183,,,533,0.15060411,30,0.05826261,222,0.26009935,447,0.09148738,191,0.12344881,4,0.05120328,,,189,0.22087954,,,,,1246,0.39776028,764,0.13826603,28,0.11719895,1,0.00670826,10,0.16307893,76,0.08348804,4102,0.35423388,5,0.05002501,180,0.05196155
mobile application developer,83,0.20374598,135,0.13403229,,,1712,0.48374154,34,0.06603096,246,0.2882182,550,0.11256836,588,0.38004137,28,0.35842294,,,166,0.19400002,,,22,0.19424333,419,0.13375727,544,0.0984512,34,0.142313,35,0.23478903,7,0.11415525,370,0.40645494,1645,0.14205625,18,0.18009005,628,0.18128807
industrial maintenance supervisor,83,0.20374598,94,0.09332618,,,227,0.06414096,137,0.26606591,55,0.06443903,480,0.09824148,160,0.10341262,4,0.05120328,5,0.45372051,102,0.11920483,,,3,0.02648773,262,0.0836382,541,0.09790827,11,0.04604244,8,0.05366606,4,0.06523157,259,0.28451846,640,0.05526808,7,0.07003502,338,0.09757224
security guard supervisor,83,0.20374598,73,0.07247672,,,198,0.05594674,88,0.17090365,92,0.10778892,391,0.08002587,47,0.03037746,6,0.07680492,2,0.1814882,143,0.1671205,,,4,0.03531697,301,0.09608816,356,0.06442763,24,0.10045624,20,0.13416516,7,0.11415525,31,0.03405433,853,0.07366199,8,0.08004002,76,0.02193932
business analyst,82,0.20129121,232,0.23033697,,,2202,0.6221956,34,0.06603096,209,0.24486831,242,0.04953008,431,0.27856774,7,0.08960573,1,0.0907441,424,0.49551813,,,4,0.03531697,842,0.26879146,1307,0.23653626,22,0.09208489,21,0.14087342,9,0.14677104,244,0.26804056,2327,0.2009513,27,0.27013507,1366,0.39433042
technical sales representative,82,0.20129121,110,0.10921149,,,1957,0.55296857,105,0.20391913,174,0.20386166,522,0.10683761,284,0.18355739,8,0.10240655,1,0.0907441,238,0.27814461,,,5,0.04414621,354,0.11300734,1058,0.19147311,15,0.06278515,39,0.26162206,14,0.2283105,167,0.18345399,1660,0.14335159,9,0.09004502,835,0.24104385
venture capitalist,81,0.19883644,11,0.01092115,,,21,0.00593375,5,0.00971043,6,0.00702971,106,0.02169499,17,0.01098759,1,0.01280082,,,23,0.02687952,,,1,0.00882924,34,0.01085381,64,0.01158249,10,0.04185677,,,2,0.03261579,32,0.03515286,711,0.06139939,1,0.010005,88,0.02540342
telecommunications technician,81,0.19883644,20,0.01985664,,,52,0.01469308,19,0.03689965,37,0.04334989,240,0.04912074,34,0.02197518,9,0.11520737,,,140,0.16361448,,,,,158,0.0504383,210,0.03800506,11,0.04604244,,,,,86,0.09447331,143,0.01234896,1,0.010005,97,0.0280015
housekeeping supervisor,80,0.19638167,656,0.65129763,,,498,0.14071454,123,0.2388767,243,0.28470335,1009,0.20651177,731,0.47246639,2,0.02560164,1,0.0907441,165,0.19283135,,,15,0.13243864,1698,0.54205214,1393,0.25210023,53,0.22184086,15,0.10062387,27,0.44031311,64,0.07030572,6452,0.55717138,13,0.13006503,451,0.13019255
cadastral technician,80,0.19638167,17,0.01687814,,,24,0.00678142,32,0.06214678,21,0.02460399,49,0.01002882,7,0.0045243,,,1,0.0907441,39,0.04557832,,,,,95,0.03032683,116,0.02099327,4,0.01674271,,,1,0.01630789,38,0.04174402,264,0.02279808,,,139,0.04012586
masseur/masseuse,79,0.1939269,5,0.00496416,,,6,0.00169536,3,0.00582626,68,0.07967007,26,0.00532141,10,0.00646329,,,1,0.0907441,104,0.12154218,,,,,18,0.00574614,6,0.00108586,4,0.01674271,,,1,0.01630789,24,0.02636465,61,0.00526774,1,0.010005,2,0.00057735
bank account manager,79,0.1939269,199,0.19757352,,,1275,0.36026312,79,0.15342487,213,0.24955478,416,0.08514261,327,0.21134953,5,0.0640041,,,159,0.1858193,,,3,0.02648773,492,0.15706104,1137,0.20577025,24,0.10045624,36,0.24149728,10,0.16307893,104,0.1142468,1904,0.16442255,7,0.07003502,877,0.25316821
commissioning engineer,76,0.18656258,117,0.11616132,,,365,0.10313415,267,0.51853722,31,0.03632018,284,0.05812621,10,0.00646329,10,0.12800819,,,55,0.06427712,,,2,0.01765848,594,0.18962248,1167,0.21119955,24,0.10045624,9,0.06037432,5,0.08153947,25,0.02746317,1313,0.11338593,6,0.06003002,574,0.1656996
back office specialist,75,0.18410781,31,0.03077778,,,362,0.10228647,26,0.05049426,30,0.03514856,51,0.01043816,103,0.06657187,,,,,76,0.08881929,,,2,0.01765848,71,0.02266531,100,0.01809765,80,0.33485413,3,0.02012477,2,0.03261579,214,0.23508475,592,0.05112298,3,0.03001501,128,0.03695043
healthcare assistant,74,0.18165304,16,0.01588531,,,53,0.01497564,7,0.01359461,70,0.08201331,39,0.00798212,31,0.02003619,1,0.01280082,,,184,0.21503617,,,1,0.00882924,65,0.02074993,405,0.07329547,42,0.17579842,5,0.03354129,2,0.03261579,46,0.05053224,469,0.04050114,25,0.25012506,598,0.17262781
programme manager,74,0.18165304,102,0.10126884,,,517,0.14608316,499,0.9691014,320,0.37491799,131,0.02681174,225,0.14542399,30,0.38402458,13,1.17967332,271,0.31671088,,,74,0.65336394,333,0.10630351,985,0.17826183,245,1.02549077,383,2.56926276,8,0.13046314,192,0.21091716,1129,0.09749636,183,1.83091546,1186,0.34236887
"heating, ventilation, air conditioning engineer",74,0.18165304,88,0.08736919,,,348,0.09833064,49,0.09516226,32,0.0374918,917,0.18768216,58,0.03748707,6,0.07680492,,,22,0.02571085,,,,,476,0.15195337,803,0.14532411,19,0.07952786,,,5,0.08153947,34,0.03734991,1173,0.10129604,1,0.010005,172,0.04965215
pharmaceutical goods distribution manager,73,0.17919827,5,0.00496416,,,233,0.06583632,7,0.01359461,23,0.02694723,71,0.01453155,70,0.04524302,2,0.02560164,,,14,0.01636145,,,,,18,0.00574614,122,0.02207913,6,0.02511406,8,0.05366606,4,0.06523157,19,0.02087201,198,0.01709856,2,0.02001001,275,0.0793857
user interface designer,72,0.1767435,98,0.09729751,,,916,0.25882433,43,0.08350974,141,0.16519824,135,0.02763042,357,0.2307394,11,0.14080901,,,126,0.14725303,,,5,0.04414621,956,0.30518365,718,0.12994111,20,0.08371353,32,0.21466425,7,0.11415525,191,0.20981863,743,0.06416279,7,0.07003502,321,0.09266476
accounting manager,72,0.1767435,229,0.22735847,,,2781,0.78579744,74,0.14371444,176,0.20620489,620,0.12689524,632,0.40847983,15,0.19201229,4,0.36297641,100,0.11686748,,,28,0.24721879,595,0.18994171,1721,0.31146052,46,0.19254112,55,0.36895418,37,0.60339204,530,0.58221924,3107,0.26830928,15,0.15007504,1455,0.42002252
construction engineer,71,0.17428873,235,0.23331546,,,2367,0.66881788,380,0.73799305,104,0.12184835,1239,0.25358581,280,0.18097208,13,0.16641065,3,0.2722323,46,0.05375904,,,20,0.17658485,1985,0.63367108,3270,0.59179308,99,0.41438198,32,0.21466425,24,0.39138943,95,0.10436005,5999,0.51805194,44,0.44022011,821,0.2370024
data scientist,71,0.17428873,160,0.15885308,,,830,0.23452423,32,0.06214678,175,0.20503327,107,0.02189966,229,0.14800931,3,0.03840246,,,365,0.42656632,,,11,0.09712167,348,0.11109196,802,0.14514313,29,0.12138462,35,0.23478903,10,0.16307893,245,0.26913908,2066,0.17841229,7,0.07003502,2150,0.62065183
fragrance chemist,70,0.17183396,16,0.01588531,,,32,0.0090419,,,23,0.02694723,34,0.00695877,14,0.0090486,2,0.02560164,,,35,0.04090362,,,,,9,0.00287307,24,0.00434344,,,,,,,6,0.00659116,144,0.01243532,1,0.010005,10,0.00288675
relationship banking manager,70,0.17183396,80,0.07942654,,,320,0.09041898,10,0.01942087,55,0.06443903,141,0.02885843,45,0.0290848,4,0.05120328,,,87,0.10167471,,,,,288,0.09193817,370,0.0669613,12,0.05022812,5,0.03354129,12,0.19569472,66,0.07250277,2670,0.23057154,1,0.010005,974,0.28116971
communication manager,68,0.16692442,65,0.06453406,,,249,0.07035727,52,0.10098852,209,0.24486831,204,0.04175263,118,0.0762668,8,0.10240655,1,0.0907441,147,0.1717952,,,18,0.15892636,248,0.07916898,637,0.11528202,50,0.20928383,27,0.18112296,9,0.14677104,129,0.14170997,946,0.08169314,16,0.16008004,182,0.0525389
logistics and distribution manager,68,0.16692442,198,0.19658069,,,958,0.27069182,347,0.67390418,243,0.28470335,1437,0.29411042,592,0.38262668,14,0.17921147,6,0.54446461,139,0.1624458,,,49,0.43263288,641,0.20462628,1820,0.32937719,67,0.28044033,171,1.14711209,42,0.68493151,323,0.35482418,5656,0.4884317,76,0.76038019,394,0.11373806
production engineer,67,0.16446965,53,0.05262008,,,1240,0.35037354,45,0.08739391,46,0.05389446,169,0.03458919,115,0.07432782,2,0.02560164,,,78,0.09115664,,,28,0.24721879,223,0.07118824,470,0.08505894,18,0.07534218,6,0.04024955,47,0.76647097,214,0.23508475,630,0.05440452,,,524,0.15126584
ICT system developer,67,0.16446965,102,0.10126884,,,248,0.07007471,5,0.00971043,78,0.09138626,241,0.04932541,101,0.06527921,1,0.01280082,,,324,0.37865065,,,2,0.01765848,115,0.03671142,209,0.03782408,23,0.09627056,10,0.06708258,,,276,0.30319342,313,0.02702955,5,0.05002501,237,0.06841604
merchandiser,67,0.16446965,272,0.27005024,,,214,0.06046769,14,0.02718922,60,0.07029712,1110,0.22718342,468,0.3024819,1,0.01280082,,,43,0.05025302,,,1,0.00882924,824,0.26304532,1024,0.18531991,9,0.03767109,1,0.00670826,5,0.08153947,107,0.11754238,3684,0.31813691,,,876,0.25287954
public finance accountant,67,0.16446965,236,0.23430829,,,4312,1.21839574,74,0.14371444,137,0.16051176,1081,0.22124799,445,0.28761634,35,0.44802867,2,0.1814882,112,0.13089158,,,14,0.12360939,386,0.12322269,1271,0.2300211,22,0.09208489,49,0.32870464,25,0.40769733,377,0.41414463,2020,0.17443989,19,0.19009505,351,0.10132502
cigar brander,67,0.16446965,3,0.0029785,,,9,0.00254303,6,0.01165252,37,0.04334989,1,0.00020467,8,0.00517063,,,,,96,0.11219278,,,,,16,0.00510768,10,0.00180976,6,0.02511406,,,,,4,0.00439411,17,0.00146806,,,3,0.00086603
telecommunications equipment specialised seller,64,0.15710533,37,0.03673477,,,88,0.02486522,2,0.00388417,158,0.18511576,381,0.07797917,42,0.02714581,3,0.03840246,,,381,0.44526511,,,,,49,0.01564226,77,0.01393519,18,0.07534218,2,0.01341652,,,139,0.15269524,166,0.01433516,,,24,0.00692821
civil engineer,64,0.15710533,342,0.33954846,,,1037,0.293014,262,0.50882679,161,0.18863061,1872,0.38314176,500,0.32316443,21,0.2688172,,,65,0.07596386,,,18,0.15892636,2817,0.89927024,4986,0.90234871,73,0.30555439,34,0.22808077,47,0.76647097,151,0.16587756,7618,0.65786292,38,0.3801901,318,0.09179874
electrical mechanic,63,0.15465056,41,0.0407061,,,363,0.10256903,83,0.16119322,92,0.10778892,577,0.11809444,47,0.03037746,7,0.08960573,2,0.1814882,137,0.16010845,,,1,0.00882924,255,0.08140359,523,0.0946507,42,0.17579842,9,0.06037432,21,0.34246575,139,0.15269524,349,0.03013838,1,0.010005,107,0.03088825
rooms division manager,63,0.15465056,265,0.26310042,,,448,0.12658657,31,0.0602047,110,0.12887806,286,0.05853555,270,0.17450879,4,0.05120328,,,125,0.14608435,,,1,0.00882924,655,0.20909549,693,0.1254167,14,0.05859947,8,0.05366606,4,0.06523157,75,0.08238952,2513,0.21701359,,,77,0.022228
technical communicator,63,0.15465056,39,0.03872044,,,178,0.05029556,5,0.00971043,109,0.12770644,64,0.01309886,19,0.01228025,3,0.03840246,3,0.2722323,314,0.3669639,,,15,0.13243864,68,0.02170762,136,0.0246128,44,0.18416977,10,0.06708258,1,0.01630789,155,0.17027167,186,0.01606229,19,0.19009505,157,0.04532202
spinning machine operator,63,0.15465056,1,0.00099283,,,,,,,7,0.00820133,9,0.00184203,2,0.00129266,,,,,30,0.03506025,,,,,5,0.00159615,11,0.00199074,1,0.00418568,,,,,1,0.00109853,4,0.00034543,,,10,0.00288675
gas processing plant control room operator,62,0.15219579,10,0.00992832,,,14,0.00395583,3,0.00582626,27,0.03163371,11,0.00225137,2,0.00129266,1,0.01280082,2,0.1814882,101,0.11803616,,,1,0.00882924,43,0.01372688,72,0.01303031,3,0.01255703,,,2,0.03261579,10,0.01098527,51,0.00440418,,,7,0.00202073
technical director,61,0.14974102,128,0.12708246,,,984,0.27803836,130,0.25247131,273,0.31985191,254,0.05198612,204,0.13185109,5,0.0640041,6,0.54446461,225,0.26295184,,,27,0.23838955,514,0.1640841,1270,0.22984013,56,0.23439789,51,0.34212115,9,0.14677104,401,0.44050928,1467,0.12668481,30,0.30015008,666,0.19225773
electromagnetic engineer,61,0.14974102,2,0.00198566,,,36,0.01017214,12,0.02330504,31,0.03632018,41,0.00839146,4,0.00258532,,,,,87,0.10167471,,,1,0.00882924,54,0.01723841,137,0.02479378,15,0.06278515,,,2,0.03261579,99,0.10875416,105,0.00906742,1,0.010005,285,0.08227245
pharmacy assistant,60,0.14728625,8,0.00794265,,,176,0.04973044,18,0.03495757,47,0.05506608,54,0.01105217,159,0.10276629,24,0.30721966,,,43,0.05025302,,,2,0.01765848,52,0.01659995,96,0.01737374,6,0.02511406,15,0.10062387,,,17,0.01867496,177,0.01528508,14,0.14007004,580,0.16743166
pizzaiolo,60,0.14728625,90,0.08935486,,,44,0.01243261,14,0.02718922,70,0.08201331,323,0.06610833,121,0.07820579,34,0.43522785,2,0.1814882,92,0.10751809,,,3,0.02648773,115,0.03671142,115,0.02081229,16,0.06697083,1,0.00670826,,,84,0.09227626,502,0.0433509,2,0.02001001,54,0.01558846
pharmaceutical engineer,59,0.14483148,7,0.00694982,,,230,0.06498864,9,0.01747878,40,0.04686475,36,0.00736811,28,0.01809721,5,0.0640041,,,40,0.04674699,,,1,0.00882924,17,0.00542691,60,0.01085859,9,0.03767109,5,0.03354129,,,40,0.04394108,81,0.00699487,,,79,0.02280535
enterprise architect,59,0.14483148,89,0.08836203,,,773,0.21841835,16,0.03107339,112,0.1312213,111,0.02271834,95,0.06140124,3,0.03840246,2,0.1814882,129,0.15075905,,,2,0.01765848,318,0.10151506,824,0.14912462,7,0.02929974,27,0.18112296,13,0.21200261,108,0.1186409,1085,0.09369667,7,0.07003502,832,0.24017782
stock broker,58,0.14237671,5,0.00496416,,,13,0.00367327,3,0.00582626,9,0.01054457,48,0.00982415,155,0.10018097,1,0.01280082,,,9,0.01051807,,,,,29,0.00925766,15,0.00271465,,,1,0.00670826,1,0.01630789,255,0.28012435,71,0.0061313,,,12,0.0034641
archivist,58,0.14237671,2,0.00198566,,,30,0.00847678,7,0.01359461,36,0.04217827,23,0.0047074,56,0.03619442,,,,,33,0.03856627,,,,,29,0.00925766,33,0.00597222,11,0.04604244,2,0.01341652,,,48,0.05272929,44,0.00379968,,,12,0.0034641
corporate risk manager,58,0.14237671,90,0.08935486,,,206,0.05820722,34,0.06603096,120,0.14059425,142,0.0290631,29,0.01874354,,,,,80,0.09349399,,,3,0.02648773,231,0.07374208,1097,0.19853119,24,0.10045624,31,0.20795599,4,0.06523157,58,0.06371456,1037,0.08955157,10,0.10005003,342,0.09872694
ICT help desk manager,57,0.13992194,119,0.11814698,,,1230,0.34754795,59,0.11458313,94,0.11013216,827,0.16926188,265,0.17127715,8,0.10240655,1,0.0907441,128,0.14959038,,,7,0.0618047,257,0.08204205,506,0.0915741,27,0.11301327,24,0.16099819,7,0.11415525,198,0.21750832,1010,0.08721995,4,0.04002001,452,0.13048122
cosmetic chemist,57,0.13992194,19,0.0188638,,,47,0.01328029,1,0.00194209,18,0.02108914,67,0.01371287,48,0.03102378,4,0.05120328,,,2,0.00233735,,,,,29,0.00925766,89,0.01610691,2,0.00837135,,,,,30,0.03295581,117,0.0101037,1,0.010005,17,0.00490748
electroplating machine operator,57,0.13992194,3,0.0029785,,,13,0.00367327,1,0.00194209,20,0.02343237,20,0.00409339,,,,,1,0.0907441,57,0.06661447,,,,,4,0.00127692,7,0.00126684,4,0.01674271,,,2,0.03261579,28,0.03075875,13,0.00112263,7,0.07003502,8,0.0023094
instrumentation engineer,56,0.13746717,51,0.05063442,,,141,0.03984086,193,0.37482278,39,0.04569313,383,0.07838851,8,0.00517063,3,0.03840246,,,51,0.05960242,,,,,902,0.28794525,1209,0.21880056,24,0.10045624,2,0.01341652,2,0.03261579,83,0.09117773,1159,0.10008705,3,0.03001501,204,0.05888975
legal consultant,56,0.13746717,89,0.08836203,,,366,0.10341671,133,0.25829757,127,0.14879558,187,0.03827324,125,0.08079111,2,0.02560164,3,0.2722323,110,0.12855423,,,14,0.12360939,424,0.13535342,1019,0.18441503,34,0.142313,31,0.20795599,23,0.37508154,161,0.17686283,1976,0.17064021,29,0.29014507,463,0.13365665
heating and ventilation service engineer,56,0.13746717,33,0.03276345,,,38,0.01073725,105,0.20391913,86,0.10075921,218,0.044618,10,0.00646329,1,0.01280082,,,80,0.09349399,,,,,111,0.0354345,209,0.03782408,8,0.03348541,2,0.01341652,1,0.01630789,25,0.02746317,224,0.01934383,,,81,0.0233827
financial auditor,56,0.13746717,506,0.50237287,,,2637,0.7451089,161,0.312676,283,0.33156809,677,0.13856142,722,0.46664943,7,0.08960573,3,0.2722323,128,0.14959038,,,46,0.40614515,1007,0.32146437,2295,0.41534101,56,0.23439789,34,0.22808077,21,0.34246575,537,0.58990893,3338,0.2882576,24,0.24012006,392,0.11316071
communications lecturer,56,0.13746717,6,0.00595699,,,36,0.01017214,3,0.00582626,48,0.0562377,18,0.00368406,11,0.00710962,1,0.01280082,1,0.0907441,135,0.1577711,,,6,0.05297545,34,0.01085381,42,0.00760101,17,0.0711565,1,0.00670826,2,0.03261579,20,0.02197054,90,0.00777207,7,0.07003502,18,0.00519615
department manager,55,0.1350124,91,0.09034769,,,356,0.10059111,36,0.06991513,101,0.11833349,369,0.07552314,123,0.07949845,10,0.12800819,1,0.0907441,112,0.13089158,,,8,0.07063394,242,0.0772536,630,0.11401518,26,0.10882759,28,0.18783122,11,0.17938682,157,0.17246872,815,0.07038045,23,0.23011506,316,0.09122139
process metallurgist,55,0.1350124,,,,,35,0.00988958,2,0.00388417,26,0.03046209,16,0.00327472,1,0.00064633,,,3,0.2722323,135,0.1577711,,,,,33,0.01053458,49,0.00886785,17,0.0711565,,,,,79,0.08678362,79,0.00682215,4,0.04002001,27,0.00779423
medical goods specialised seller,54,0.13255763,5,0.00496416,,,116,0.03277688,7,0.01359461,38,0.04452151,149,0.03049579,51,0.03296277,8,0.10240655,,,62,0.07245784,,,,,32,0.01021535,255,0.046149,13,0.0544138,,,1,0.01630789,49,0.05382782,149,0.0128671,3,0.03001501,14,0.00404145
public relations manager,53,0.13010285,132,0.13105379,,,574,0.16218904,32,0.06214678,110,0.12887806,233,0.04768805,255,0.16481386,5,0.0640041,,,56,0.06544579,,,34,0.30019424,396,0.12641499,867,0.15690661,18,0.07534218,13,0.08720735,19,0.30984997,29,0.03185728,1519,0.13117534,14,0.14007004,187,0.05398228
