Job Title,Algeria Count,Standardized Percentage Algeria,Bahrain Count,Standardized Percentage Bahrain,Djibouti Count,Standardized Percentage Djibouti,Egypt Count,Standardized Percentage Egypt,Iraq Count,Standardized Percentage Iraq,Jordan Count,Standardized Percentage Jordan,Kuwait Count,Standardized Percentage Kuwait,Lebanon Count,Standardized Percentage Lebanon,Libya Count,Standardized Percentage Libya,Mauritania Count,Standardized Percentage Mauritania,Morocco Count,Standardized Percentage Morocco,Oman Count,Standardized Percentage Oman,Palestine Count,Standardized Percentage Palestine,Qatar Count,Standardized Percentage Qatar,Saudi Arabia Count,Standardized Percentage Saudi Arabia,Somalia Count,Standardized Percentage Somalia,Sudan Count,Standardized Percentage Sudan,Syria Count,Standardized Percentage Syria,Tunisia Count,Standardized Percentage Tunisia,United Arab Emirates Count,Standardized Percentage United Arab Emirates,Yemen Count,Standardized Percentage Yemen,US Count,Standardized Percentage US
outdoor activities instructor,,,2,0.00198566,,,145,0.0409711,1,0.00194209,8,0.00937295,2,0.00040934,4,0.00258532,,,,,8,0.0093494,,,,,12,0.00383076,20,0.00361953,1,0.00418568,,,,,3,0.00329558,47,0.00405875,,,53,0.01529979
snow-clearing worker,,,1,0.00099283,,,3,0.00084768,,,1,0.00117162,,,,,,,,,,,,,,,1,0.00031923,3,0.00054293,,,,,,,,,3,0.00025907,,,31,0.00894893
hydraulic forging press worker,,,,,,,1,0.00028256,1,0.00194209,1,0.00117162,29,0.00593542,,,1,0.01280082,,,,,,,,,1,0.00031923,,,,,,,,,,,3,0.00025907,,,1,0.00028868
band saw operator,,,,,,,1,0.00028256,,,,,1,0.00020467,2,0.00129266,,,,,,,,,,,,,3,0.00054293,,,,,,,,,7,0.00060449,,,6,0.00173205
variety artist,,,,,,,4,0.00113024,,,,,5,0.00102335,5,0.00323164,,,,,1,0.00116867,,,,,10,0.0031923,2,0.00036195,,,,,,,1,0.00109853,5,0.00043178,,,2,0.00057735
train cleaner,,,7,0.00694982,,,8,0.00226047,2,0.00388417,7,0.00820133,83,0.01698759,5,0.00323164,,,,,1,0.00116867,,,,,11,0.00351153,9,0.00162879,6,0.02511406,,,,,,,84,0.00725394,,,17,0.00490748
gambling manager,,,14,0.01389964,,,21,0.00593375,,,2,0.00234324,4,0.00081868,,,,,,,3,0.00350602,,,,,10,0.0031923,9,0.00162879,2,0.00837135,,,,,6,0.00659116,15,0.00129535,,,9,0.00259808
computer hardware test technician,,,1,0.00099283,,,10,0.00282559,,,2,0.00234324,26,0.00532141,2,0.00129266,,,,,1,0.00116867,,,,,4,0.00127692,9,0.00162879,,,,,,,17,0.01867496,53,0.00457689,,,87,0.02511475
tanner,,,10,0.00992832,,,5,0.0014128,,,,,3,0.00061401,2,0.00129266,1,0.01280082,,,1,0.00116867,,,,,3,0.00095769,4,0.00072391,,,,,,,1,0.00109853,2,0.00017271,,,1,0.00028868
paper machine operator,,,7,0.00694982,,,11,0.00310815,1,0.00194209,2,0.00234324,51,0.01043816,4,0.00258532,4,0.05120328,,,2,0.00233735,,,,,15,0.00478845,38,0.00687711,,,,,,,7,0.00768969,43,0.00371332,1,0.010005,3,0.00086603
hydrographic surveying technician,,,,,,,13,0.00367327,,,,,7,0.00143269,,,,,,,3,0.00350602,,,,,,,8,0.00144781,,,1,0.00670826,,,,,22,0.00189984,,,,
mask maker,,,,,,,4,0.00113024,2,0.00388417,1,0.00117162,8,0.00163736,,,,,,,,,,,,,1,0.00031923,,,,,,,,,,,5,0.00043178,,,3,0.00086603
geologist,,,4,0.00397133,,,11,0.00310815,10,0.01942087,5,0.00585809,16,0.00327472,5,0.00323164,,,,,4,0.0046747,,,,,16,0.00510768,126,0.02280304,1,0.00418568,6,0.04024955,,,11,0.0120838,34,0.00293612,,,11,0.00317543
literature teacher at secondary school,,,7,0.00694982,,,36,0.01017214,4,0.00776835,14,0.01640266,28,0.00573075,10,0.00646329,,,,,,,,,,,56,0.01787687,26,0.00470539,2,0.00837135,,,,,,,113,0.00975827,2,0.02001001,11,0.00317543
sound mastering engineer,,,,,,,10,0.00282559,,,1,0.00117162,3,0.00061401,1,0.00064633,,,,,8,0.0093494,,,,,5,0.00159615,6,0.00108586,,,,,,,8,0.00878822,31,0.00267705,,,12,0.0034641
footwear assembly supervisor,,,1,0.00099283,,,2,0.00056512,,,1,0.00117162,26,0.00532141,,,,,,,11,0.01285542,,,,,2,0.00063846,2,0.00036195,2,0.00837135,,,,,2,0.00219705,12,0.00103628,2,0.02001001,5,0.00144338
floor and wall coverings shop manager,,,16,0.01588531,,,18,0.00508607,2,0.00388417,1,0.00117162,18,0.00368406,124,0.08014478,,,,,,,,,,,15,0.00478845,9,0.00162879,5,0.02092838,,,1,0.01630789,1,0.00109853,131,0.01131269,,,56,0.01616582
dairy products maker,,,13,0.01290681,,,29,0.00819422,2,0.00388417,6,0.00702971,78,0.01596424,17,0.01098759,2,0.02560164,,,4,0.0046747,,,,,12,0.00383076,20,0.00361953,1,0.00418568,1,0.00670826,1,0.01630789,11,0.0120838,59,0.00509503,1,0.010005,6,0.00173205
lacquer spray gun operator,,,9,0.00893549,,,1,0.00028256,2,0.00388417,,,160,0.03274716,,,,,,,,,,,,,47,0.0150038,76,0.01375421,4,0.01674271,,,,,2,0.00219705,119,0.01027641,,,13,0.00375278
hospital porter,,,3,0.0029785,,,35,0.00988958,2,0.00388417,3,0.00351486,89,0.01821561,9,0.00581696,1,0.01280082,,,42,0.04908434,,,,,30,0.00957689,71,0.01284933,5,0.02092838,1,0.00670826,,,12,0.01318232,111,0.00958556,1,0.010005,183,0.05282757
firefighter,,,30,0.02978495,,,1,0.00028256,74,0.14371444,1,0.00117162,63,0.01289419,,,,,1,0.0907441,,,,,,,36,0.01149227,68,0.0123064,2,0.00837135,,,,,,,112,0.00967191,,,5,0.00144338
microelectronics engineer,,,,,,,3,0.00084768,,,,,1,0.00020467,,,,,,,5,0.00584337,,,,,,,1,0.00018098,,,,,,,12,0.01318232,,,,,28,0.00808291
criminologist,,,,,,,5,0.0014128,4,0.00776835,,,,,,,,,,,1,0.00116867,,,,,1,0.00031923,,,,,,,,,3,0.00329558,2,0.00017271,,,,
import export specialist in flowers and plants,,,,,,,2,0.00056512,,,2,0.00234324,18,0.00368406,1,0.00064633,,,,,,,,,,,3,0.00095769,10,0.00180976,,,,,,,,,1,0.00008636,,,,
life coach,,,,,,,8,0.00226047,6,0.01165252,5,0.00585809,3,0.00061401,13,0.00840228,1,0.01280082,,,3,0.00350602,,,,,1,0.00031923,3,0.00054293,1,0.00418568,,,,,2,0.00219705,1,0.00008636,1,0.010005,37,0.01068098
"import export manager in sugar, chocolate and sugar confectionery",,,,,,,2,0.00056512,,,,,1,0.00020467,,,,,,,,,,,,,,,,,,,,,,,4,0.00439411,2,0.00017271,,,,
finishing textile technician,,,8,0.00794265,,,38,0.01073725,1,0.00194209,5,0.00585809,11,0.00225137,2,0.00129266,,,,,1,0.00116867,,,,,4,0.00127692,18,0.00325758,,,1,0.00670826,,,,,54,0.00466324,,,6,0.00173205
legal policy officer,,,4,0.00397133,,,48,0.01356285,41,0.07962557,27,0.03163371,10,0.0020467,18,0.01163392,4,0.05120328,,,16,0.0186988,,,2,0.01765848,30,0.00957689,64,0.01158249,9,0.03767109,5,0.03354129,3,0.04892368,45,0.04943371,86,0.00742665,5,0.05002501,43,0.01241304
geology technician,,,4,0.00397133,,,9,0.00254303,6,0.01165252,1,0.00117162,13,0.00266071,6,0.00387797,,,,,1,0.00116867,,,,,27,0.0086192,62,0.01122054,,,1,0.00670826,,,1,0.00109853,40,0.00345426,1,0.010005,11,0.00317543
print studio supervisor,,,7,0.00694982,,,42,0.01186749,4,0.00776835,1,0.00117162,22,0.00450273,9,0.00581696,1,0.01280082,,,3,0.00350602,,,,,15,0.00478845,10,0.00180976,,,,,,,2,0.00219705,39,0.0033679,1,0.010005,22,0.00635086
silversmith,,,1,0.00099283,,,2,0.00056512,,,1,0.00117162,12,0.00245604,6,0.00387797,,,,,2,0.00233735,,,,,3,0.00095769,135,0.02443182,,,,,,,7,0.00768969,9,0.00077721,,,5,0.00144338
water traffic coordinator,,,,,,,7,0.00197792,1,0.00194209,,,12,0.00245604,,,,,,,,,,,,,14,0.00446922,16,0.00289562,,,,,,,3,0.00329558,18,0.00155441,,,12,0.0034641
aircraft pilot,,,,,,,26,0.00734654,1,0.00194209,4,0.00468647,11,0.00225137,,,,,,,4,0.0046747,,,,,5,0.00159615,8,0.00144781,3,0.01255703,1,0.00670826,,,1,0.00109853,30,0.00259069,,,3,0.00086603
flour purifier operator,,,,,,,16,0.00452095,,,,,2,0.00040934,,,1,0.01280082,,,1,0.00116867,,,,,,,1,0.00018098,1,0.00418568,,,,,1,0.00109853,6,0.00051814,,,3,0.00086603
delicatessen shop manager,,,7,0.00694982,,,15,0.00423839,2,0.00388417,5,0.00585809,40,0.00818679,31,0.02003619,,,,,4,0.0046747,,,,,24,0.00766151,17,0.0030766,,,,,,,3,0.00329558,35,0.00302247,,,55,0.01587714
domestic appliances shop manager,,,13,0.01290681,,,52,0.01469308,4,0.00776835,5,0.00585809,109,0.022309,31,0.02003619,2,0.02560164,,,2,0.00233735,,,,,23,0.00734228,48,0.00868687,1,0.00418568,1,0.00670826,1,0.01630789,,,190,0.01640771,,,30,0.00866026
nailing machine operator,,,10,0.00992832,,,4,0.00113024,1,0.00194209,5,0.00585809,148,0.03029112,10,0.00646329,1,0.01280082,,,,,,,,,27,0.0086192,35,0.00633418,2,0.00837135,,,,,,,44,0.00379968,,,,
candle maker,,,1,0.00099283,,,2,0.00056512,,,1,0.00117162,1,0.00020467,,,1,0.01280082,,,,,,,,,,,1,0.00018098,,,,,,,1,0.00109853,8,0.00069085,,,2,0.00057735
housing policy officer,,,,,,,8,0.00226047,3,0.00582626,17,0.01991752,,,1,0.00064633,2,0.02560164,,,3,0.00350602,,,,,4,0.00127692,4,0.00072391,7,0.02929974,3,0.02012477,,,2,0.00219705,27,0.00233162,3,0.03001501,22,0.00635086
political journalist,,,4,0.00397133,,,2,0.00056512,7,0.01359461,7,0.00820133,2,0.00040934,6,0.00387797,,,,,1,0.00116867,,,,,,,8,0.00144781,2,0.00837135,,,,,,,7,0.00060449,,,3,0.00086603
starch converting operator,,,,,,,1,0.00028256,,,,,2,0.00040934,,,,,,,2,0.00233735,,,,,,,2,0.00036195,1,0.00418568,,,,,1,0.00109853,5,0.00043178,,,3,0.00086603
varnish maker,,,,,,,5,0.0014128,,,,,,,1,0.00064633,,,,,5,0.00584337,,,,,1,0.00031923,2,0.00036195,1,0.00418568,,,,,3,0.00329558,,,,,1,0.00028868
newspaper editor,,,1,0.00099283,,,16,0.00452095,2,0.00388417,8,0.00937295,1,0.00020467,36,0.02326784,1,0.01280082,,,,,,,,,,,12,0.00217172,,,2,0.01341652,,,,,9,0.00077721,,,3,0.00086603
university literature lecturer,,,,,,,3,0.00084768,,,5,0.00585809,9,0.00184203,3,0.00193899,2,0.02560164,,,2,0.00233735,,,,,5,0.00159615,3,0.00054293,1,0.00418568,2,0.01341652,,,8,0.00878822,29,0.00250434,,,2,0.00057735
senator,,,,,,,2,0.00056512,8,0.0155367,1,0.00117162,1,0.00020467,2,0.00129266,,,,,,,,,,,1,0.00031923,1,0.00018098,1,0.00418568,1,0.00670826,,,,,2,0.00017271,1,0.010005,,
piano maker,,,1,0.00099283,,,1,0.00028256,,,1,0.00117162,2,0.00040934,,,,,,,,,,,,,,,,,,,,,,,,,7,0.00060449,,,1,0.00028868
civil drafter,,,16,0.01588531,,,6,0.00169536,1,0.00194209,1,0.00117162,29,0.00593542,4,0.00258532,,,,,5,0.00584337,,,,,29,0.00925766,34,0.0061532,4,0.01674271,,,,,76,0.08348804,65,0.00561316,,,14,0.00404145
psychology lecturer,,,8,0.00794265,,,64,0.0180838,1,0.00194209,10,0.01171619,52,0.01064283,7,0.0045243,,,,,5,0.00584337,,,,,46,0.01468457,39,0.00705808,,,1,0.00670826,4,0.06523157,1,0.00109853,288,0.02487064,1,0.010005,31,0.00894893
record press operator,,,,,,,4,0.00113024,,,1,0.00117162,6,0.00122802,,,,,,,,,,,,,19,0.00606537,4,0.00072391,,,,,,,1,0.00109853,4,0.00034543,,,11,0.00317543
water-based aquaculture worker,,,,,,,3,0.00084768,,,2,0.00234324,,,,,,,,,,,,,,,,,1,0.00018098,,,,,,,,,,,,,,
leather production planner,,,,,,,8,0.00226047,,,,,,,,,,,,,,,,,,,1,0.00031923,1,0.00018098,1,0.00418568,,,,,,,23,0.0019862,,,,
animal trainer,,,1,0.00099283,,,1,0.00028256,1,0.00194209,,,6,0.00122802,,,1,0.01280082,,,,,,,,,,,9,0.00162879,1,0.00418568,,,,,,,16,0.0013817,,,11,0.00317543
cacao bean roaster,,,2,0.00198566,,,4,0.00113024,,,,,7,0.00143269,,,,,,,,,,,,,2,0.00063846,4,0.00072391,1,0.00418568,,,,,2,0.00219705,,,,,3,0.00086603
carpet fitter,,,1,0.00099283,,,5,0.0014128,2,0.00388417,,,2,0.00040934,,,1,0.01280082,,,,,,,,,2,0.00063846,7,0.00126684,,,,,,,,,3,0.00025907,,,,
"import export manager in fish, crustaceans and molluscs",,,,,,,4,0.00113024,,,,,,,2,0.00129266,,,,,,,,,,,,,5,0.00090488,,,,,,,5,0.00549263,8,0.00069085,,,23,0.00663953
fire commissioner,,,3,0.0029785,,,2,0.00056512,15,0.0291313,,,6,0.00122802,,,,,,,2,0.00233735,,,,,1,0.00031923,26,0.00470539,,,,,,,8,0.00878822,10,0.00086356,,,9,0.00259808
footwear production supervisor,,,,,,,1,0.00028256,,,,,16,0.00327472,,,,,,,,,,,,,5,0.00159615,7,0.00126684,,,,,,,,,27,0.00233162,,,6,0.00173205
wholesale merchant in waste and scrap,,,,,,,2,0.00056512,,,,,,,2,0.00129266,,,,,,,,,,,1,0.00031923,,,,,,,,,1,0.00109853,1,0.00008636,,,1,0.00028868
digital forensics expert,,,3,0.0029785,,,34,0.00960702,33,0.06408887,107,0.1253632,24,0.00491207,13,0.00840228,1,0.01280082,,,8,0.0093494,,,1,0.00882924,34,0.01085381,107,0.01936448,3,0.01255703,3,0.02012477,1,0.01630789,,,229,0.01977561,1,0.010005,76,0.02193932
disc jockey,,,5,0.00496416,,,6,0.00169536,2,0.00388417,1,0.00117162,10,0.0020467,6,0.00387797,,,,,,,,,,,8,0.00255384,2,0.00036195,,,,,,,1,0.00109853,22,0.00189984,,,,
dresser,,,,,,,5,0.0014128,,,,,14,0.00286538,1,0.00064633,,,,,,,,,,,,,,,,,,,,,,,2,0.00017271,,,,
"wholesale merchant in computers, computer peripheral equipment and software",,,,,,,8,0.00226047,,,,,1,0.00020467,,,,,,,1,0.00116867,,,,,,,1,0.00018098,1,0.00418568,,,,,5,0.00549263,6,0.00051814,,,,
aquatic animal health professional,,,1,0.00099283,,,5,0.0014128,,,,,,,,,,,,,,,,,,,,,2,0.00036195,,,2,0.01341652,,,2,0.00219705,11,0.00094992,,,9,0.00259808
second-hand shop manager,,,7,0.00694982,,,15,0.00423839,,,2,0.00234324,13,0.00266071,10,0.00646329,,,,,,,,,1,0.00882924,19,0.00606537,8,0.00144781,1,0.00418568,1,0.00670826,,,2,0.00219705,40,0.00345426,,,4,0.0011547
foreclosure specialist,,,,,,,2,0.00056512,,,1,0.00117162,,,,,,,,,,,,,,,1,0.00031923,1,0.00018098,,,,,,,,,17,0.00146806,,,87,0.02511475
book restorer,,,1,0.00099283,,,3,0.00084768,,,1,0.00117162,2,0.00040934,1,0.00064633,,,,,,,,,,,2,0.00063846,3,0.00054293,,,,,,,1,0.00109853,16,0.0013817,,,,
non-destructive testing specialist,,,2,0.00198566,,,12,0.00339071,11,0.02136296,1,0.00117162,6,0.00122802,,,1,0.01280082,,,2,0.00233735,,,,,11,0.00351153,35,0.00633418,2,0.00837135,,,,,4,0.00439411,19,0.00164077,,,47,0.01356774
glove maker,,,,,,,1,0.00028256,,,,,6,0.00122802,,,,,,,,,,,,,,,3,0.00054293,,,,,,,,,2,0.00017271,,,,
fire inspector,,,3,0.0029785,,,4,0.00113024,80,0.15536696,2,0.00234324,52,0.01064283,1,0.00064633,,,,,,,,,,,32,0.01021535,52,0.00941078,6,0.02511406,,,1,0.01630789,4,0.00439411,59,0.00509503,1,0.010005,46,0.01327906
kosher slaughterer,,,9,0.00893549,,,6,0.00169536,4,0.00776835,3,0.00351486,4,0.00081868,2,0.00129266,1,0.01280082,,,,,,,1,0.00882924,1,0.00031923,10,0.00180976,,,,,,,,,17,0.00146806,2,0.02001001,,
geothermal power plant operator,,,,,,,2,0.00056512,,,3,0.00351486,,,,,,,1,0.0907441,2,0.00233735,,,,,,,3,0.00054293,,,,,,,1,0.00109853,,,,,1,0.00028868
wire harness assembler,,,,,,,1,0.00028256,,,,,,,,,,,,,2,0.00233735,,,,,9,0.00287307,9,0.00162879,1,0.00418568,,,,,20,0.02197054,6,0.00051814,,,34,0.00981496
pipeline environmental project manager,,,2,0.00198566,,,6,0.00169536,26,0.05049426,11,0.01288781,7,0.00143269,3,0.00193899,,,2,0.1814882,5,0.00584337,,,,,58,0.01851533,174,0.03148991,5,0.02092838,,,,,17,0.01867496,96,0.00829021,1,0.010005,31,0.00894893
wholesale merchant in textiles and textile semi-finished raw materials,,,,,,,1,0.00028256,,,,,,,,,,,,,,,,,,,,,3,0.00054293,1,0.00418568,,,,,1,0.00109853,1,0.00008636,,,,
hand packer,,,6,0.00595699,,,11,0.00310815,1,0.00194209,4,0.00468647,147,0.03008645,1,0.00064633,,,,,,,,,,,17,0.00542691,15,0.00271465,20,0.08371353,3,0.02012477,,,2,0.00219705,2193,0.18937955,,,31,0.00894893
medical transcriptionist,,,7,0.00694982,,,17,0.00480351,,,3,0.00351486,30,0.00614009,7,0.0045243,,,,,3,0.00350602,,,,,16,0.00510768,34,0.0061532,,,,,,,3,0.00329558,126,0.0108809,,,51,0.01472244
magazine editor,,,1,0.00099283,,,9,0.00254303,,,13,0.01523104,2,0.00040934,8,0.00517063,,,1,0.0907441,,,,,,,2,0.00063846,137,0.02479378,,,,,,,1,0.00109853,18,0.00155441,,,6,0.00173205
underground heavy equipment operator,,,3,0.0029785,,,3,0.00084768,32,0.06214678,,,61,0.01248485,,,,,,,,,,,,,7,0.00223461,39,0.00705808,2,0.00837135,,,,,,,41,0.00354061,,,39,0.01125834
tool pusher,,,,,,,8,0.00226047,,,,,113,0.02312768,,,2,0.02560164,,,,,,,,,6,0.00191538,20,0.00361953,,,,,,,8,0.00878822,15,0.00129535,,,7,0.00202073
jewellery polisher,,,9,0.00893549,,,3,0.00084768,2,0.00388417,,,19,0.00388873,5,0.00323164,1,0.01280082,,,,,,,,,17,0.00542691,5,0.00090488,,,,,,,,,76,0.00656309,,,,
pet and food specialised seller,,,2,0.00198566,,,9,0.00254303,1,0.00194209,1,0.00117162,39,0.00798212,5,0.00323164,2,0.02560164,,,6,0.00701205,,,,,2,0.00063846,10,0.00180976,,,,,,,,,31,0.00267705,,,5,0.00144338
"wholesale merchant in sugar, chocolate and sugar confectionery",,,,,,,1,0.00028256,,,,,4,0.00081868,3,0.00193899,,,,,1,0.00116867,,,,,1,0.00031923,3,0.00054293,,,,,,,,,3,0.00025907,,,,
monk/nun,,,,,,,2,0.00056512,,,1,0.00117162,,,,,1,0.01280082,,,2,0.00233735,,,,,,,,,,,,,,,3,0.00329558,,,,,,
airport baggage handler,,,13,0.01290681,,,9,0.00254303,2,0.00388417,2,0.00234324,30,0.00614009,11,0.00710962,,,,,,,,,,,28,0.00893843,22,0.00398148,,,1,0.00670826,,,5,0.00549263,146,0.01260803,,,24,0.00692821
gas scheduling representative,,,2,0.00198566,,,9,0.00254303,3,0.00582626,6,0.00702971,26,0.00532141,1,0.00064633,,,,,6,0.00701205,,,,,30,0.00957689,79,0.01429714,,,,,,,1,0.00109853,20,0.00172713,,,42,0.01212436
wholesale merchant in fruit and vegetables,,,3,0.0029785,,,4,0.00113024,3,0.00582626,,,45,0.00921014,1,0.00064633,,,,,,,,,,,,,3,0.00054293,,,,,,,,,17,0.00146806,,,1,0.00028868
door installer,,,3,0.0029785,,,19,0.00536863,,,8,0.00937295,88,0.01801094,1,0.00064633,3,0.03840246,,,2,0.00233735,,,,,19,0.00606537,21,0.00380051,,,,,,,3,0.00329558,48,0.00414511,,,12,0.0034641
optomechanical engineer,,,,,,,4,0.00113024,,,5,0.00585809,,,,,,,,,6,0.00701205,,,,,2,0.00063846,1,0.00018098,,,,,,,1,0.00109853,4,0.00034543,,,32,0.00923761
biophysicist,,,3,0.0029785,,,5,0.0014128,,,,,1,0.00020467,1,0.00064633,,,,,12,0.0140241,,,,,4,0.00127692,8,0.00144781,,,,,,,,,25,0.00215891,,,17,0.00490748
stamping press operator,,,1,0.00099283,,,1,0.00028256,,,,,7,0.00143269,1,0.00064633,,,,,5,0.00584337,,,,,2,0.00063846,7,0.00126684,,,,,,,1,0.00109853,3,0.00025907,,,13,0.00375278
prepress technician,,,1,0.00099283,,,18,0.00508607,5,0.00971043,2,0.00234324,67,0.01371287,8,0.00517063,,,,,13,0.01519277,,,,,18,0.00574614,17,0.0030766,3,0.01255703,,,,,14,0.01537938,17,0.00146806,,,58,0.01674317
aquaculture husbandry technician,,,4,0.00397133,,,1,0.00028256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00109853,,,,,8,0.0023094
special educational needs itinerant teacher,,,2,0.00198566,,,5,0.0014128,,,2,0.00234324,45,0.00921014,1,0.00064633,,,,,,,,,,,9,0.00287307,18,0.00325758,,,,,,,,,13,0.00112263,,,5,0.00144338
make-up and hair designer,,,9,0.00893549,,,4,0.00113024,4,0.00776835,10,0.01171619,69,0.01412221,22,0.01421923,,,,,,,,,,,36,0.01149227,26,0.00470539,2,0.00837135,,,1,0.01630789,3,0.00329558,106,0.00915378,,,21,0.00606218
wholesale merchant in textile industry machinery,,,6,0.00595699,,,6,0.00169536,,,,,10,0.0020467,2,0.00129266,,,,,,,,,,,,,,,,,,,,,2,0.00219705,7,0.00060449,,,,
youth centre manager,,,12,0.01191398,,,51,0.01441052,6,0.01165252,41,0.04803637,15,0.00307005,18,0.01163392,1,0.01280082,,,3,0.00350602,,,2,0.01765848,35,0.01117304,116,0.02099327,,,2,0.01341652,,,12,0.01318232,157,0.01355795,1,0.010005,178,0.0513842
resilient floor layer,,,,,,,1,0.00028256,,,,,10,0.0020467,4,0.00258532,,,,,1,0.00116867,,,,,3,0.00095769,1,0.00018098,1,0.00418568,,,,,,,23,0.0019862,,,7,0.00202073
fibreglass machine operator,,,3,0.0029785,,,1,0.00028256,,,,,8,0.00163736,,,,,,,,,,,,,9,0.00287307,6,0.00108586,,,,,,,1,0.00109853,15,0.00129535,,,,
mine development engineer,,,6,0.00595699,,,35,0.00988958,2,0.00388417,,,5,0.00102335,5,0.00323164,2,0.02560164,3,0.2722323,1,0.00116867,,,,,9,0.00287307,25,0.00452441,1,0.00418568,5,0.03354129,,,5,0.00549263,44,0.00379968,1,0.010005,72,0.02078462
fire service vehicle operator,,,6,0.00595699,,,4,0.00113024,116,0.22528209,3,0.00351486,60,0.01228018,,,,,,,3,0.00350602,,,,,21,0.00670383,40,0.00723906,2,0.00837135,,,,,,,46,0.00397239,,,11,0.00317543
water conservation technician,,,1,0.00099283,,,4,0.00113024,4,0.00776835,6,0.00702971,,,6,0.00387797,,,,,,,,,1,0.00882924,1,0.00031923,4,0.00072391,1,0.00418568,1,0.00670826,,,,,6,0.00051814,1,0.010005,,
public housing manager,,,4,0.00397133,,,8,0.00226047,6,0.01165252,5,0.00585809,6,0.00122802,2,0.00129266,8,0.10240655,,,1,0.00116867,,,,,7,0.00223461,17,0.0030766,1,0.00418568,3,0.02012477,1,0.01630789,,,43,0.00371332,,,53,0.01529979
mechanical forging press worker,,,1,0.00099283,,,2,0.00056512,,,,,12,0.00245604,,,,,,,,,,,,,,,5,0.00090488,,,,,,,,,4,0.00034543,,,1,0.00028868
general veterinarian,,,8,0.00794265,,,9,0.00254303,8,0.0155367,4,0.00468647,21,0.00429806,,,,,,,7,0.00818072,,,1,0.00882924,4,0.00127692,29,0.00524832,2,0.00837135,2,0.01341652,,,7,0.00768969,36,0.00310883,2,0.02001001,480,0.13856413
cemetery attendant,,,,,,,1,0.00028256,,,,,,,1,0.00064633,,,,,,,,,,,,,1,0.00018098,,,,,,,,,1,0.00008636,,,23,0.00663953
cellar operator,,,,,,,3,0.00084768,,,,,8,0.00163736,3,0.00193899,,,,,,,,,,,,,,,,,,,,,,,13,0.00112263,,,8,0.0023094
pastoral worker,,,,,,,45,0.01271517,2,0.00388417,8,0.00937295,14,0.00286538,,,,,,,,,,,,,9,0.00287307,12,0.00217172,,,,,,,,,17,0.00146806,,,9,0.00259808
snowboard instructor,,,1,0.00099283,,,3,0.00084768,,,1,0.00117162,,,,,,,,,,,,,,,1,0.00031923,,,,,,,,,,,7,0.00060449,,,9,0.00259808
glass artist,,,2,0.00198566,,,4,0.00113024,,,3,0.00351486,1,0.00020467,,,,,,,,,,,,,1,0.00031923,3,0.00054293,,,,,,,2,0.00219705,6,0.00051814,,,1,0.00028868
structural ironwork supervisor,,,8,0.00794265,,,52,0.01469308,22,0.04272591,1,0.00117162,81,0.01657825,1,0.00064633,1,0.01280082,,,3,0.00350602,,,,,92,0.02936914,201,0.03637627,3,0.01255703,,,1,0.01630789,3,0.00329558,118,0.01019005,1,0.010005,19,0.00548483
port coordinator,,,4,0.00397133,,,28,0.00791166,8,0.0155367,4,0.00468647,22,0.00450273,15,0.00969493,1,0.01280082,2,0.1814882,14,0.01636145,,,,,36,0.01149227,138,0.02497475,4,0.01674271,21,0.14087342,1,0.01630789,7,0.00768969,92,0.00794479,,,38,0.01096966
boilermaker,,,1,0.00099283,,,2,0.00056512,1,0.00194209,,,8,0.00163736,1,0.00064633,,,,,4,0.0046747,,,,,6,0.00191538,5,0.00090488,,,,,,,10,0.01098527,19,0.00164077,,,14,0.00404145
astrologer,,,,,,,2,0.00056512,,,,,3,0.00061401,4,0.00258532,,,,,,,,,1,0.00882924,3,0.00095769,4,0.00072391,,,,,,,2,0.00219705,4,0.00034543,,,2,0.00057735
oilseed presser,,,,,,,1,0.00028256,,,,,3,0.00061401,,,,,,,1,0.00116867,,,,,,,,,,,,,,,,,,,,,,
drapery and carpet cleaner,,,2,0.00198566,,,8,0.00226047,1,0.00194209,8,0.00937295,49,0.01002882,,,2,0.02560164,,,2,0.00233735,,,,,14,0.00446922,30,0.00542929,2,0.00837135,,,,,,,37,0.00319519,1,0.010005,3,0.00086603
wind musical instrument maker,,,,,,,1,0.00028256,,,,,2,0.00040934,,,,,,,,,,,,,,,2,0.00036195,,,,,,,1,0.00109853,1,0.00008636,,,1,0.00028868
child day care centre manager,,,7,0.00694982,,,24,0.00678142,13,0.02524713,9,0.01054457,45,0.00921014,18,0.01163392,,,1,0.0907441,4,0.0046747,,,1,0.00882924,16,0.00510768,35,0.00633418,11,0.04604244,9,0.06037432,2,0.03261579,5,0.00549263,181,0.01563051,1,0.010005,136,0.03925984
brick and tile caster,,,,,,,1,0.00028256,,,2,0.00234324,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00051814,,,,
rubber cutting machine tender,,,,,,,2,0.00056512,,,,,6,0.00122802,,,,,,,,,,,,,,,1,0.00018098,,,,,,,,,,,,,,
wax bleacher,,,,,,,1,0.00028256,,,2,0.00234324,2,0.00040934,7,0.0045243,,,,,,,,,,,,,7,0.00126684,,,,,,,1,0.00109853,1,0.00008636,2,0.02001001,,
onshore wind energy engineer,,,,,,,4,0.00113024,,,,,,,,,,,,,6,0.00701205,,,,,60,0.01915379,9,0.00162879,,,,,,,1,0.00109853,41,0.00354061,,,7,0.00202073
